Quick Lookup,Delivery Provider Lookup,Fulfillment Center Id,Window Id,Zone Id,Name,Market Code,Delivery Provider,Window Id,Fulfillment Center Id,Start Day,Start Time,End Day,End Time,Dispatch Day,Dispatch Time,Customization Start Day,Customization Start Time,Customization End Day,Customization End Time,Delivery Price,Order By,Is Visible,Message To User,DBP Route Id,DBP Window Id,Created,Archived,Archived Date,Sms Notifications,Updated,Pack Date Offset,Subtotal Min,Delivery Provider,Carrier Days in Transit,Zone Id,Fulfillment Center Id,Name,Expected Service Time In Minutes,Archived,Zone Pickup Address Id,Timezone,Created,Updated,Is Line Haul,Pickup Time,Transit Time,Market Code,To Be Archived
DEN|4,DEN|4|Bringg,9da947fe-5a46-424f-b328-e9414c197a32,73b33630-1c7a-47aa-bdaa-5ede8f993ddb,59593f1b-aaf8-475c-b411-71405108dcd2,DEN: THURSDAY PM,DEN,Bringg,73b33630-1c7a-47aa-bdaa-5ede8f993ddb,9da947fe-5a46-424f-b328-e9414c197a32,4,5:00:00,4,20:00:00,1,14:00:00,5,14:00:00,1,11:00:00,5.99,0,TRUE,We deliver to your neighborhoood on Thursday afternoon/evening.,,,2021-03-15 11:50:18.469 -0500,FALSE,,TRUE,2022-11-04 11:45:23.068 -0500,2,,Bringg,,59593f1b-aaf8-475c-b411-71405108dcd2,9da947fe-5a46-424f-b328-e9414c197a32,DEN: THURSDAY PM,5,FALSE,8e62f3bd-e2e3-4e9d-a27c-8a508ab5ebc2,America/Denver,2021-03-15 11:50:17.420 -0500,2021-08-02 16:17:48.709 -0500,TRUE,7:00:00,15:00:00,DEN,FALSE
PickUp,PHL|3|PickUp,25729cbe-719c-4314-ab07-0fbc45d38a11,07a5bf82-578f-4fb4-ae7c-9722e9797078,be6e9e75-bf64-49ec-bce0-08b88052bfae,PHL: Employee Warehouse Pick Up: Wed 7:00AM - 9:00PM EDT,PHL,PickUp,07a5bf82-578f-4fb4-ae7c-9722e9797078,25729cbe-719c-4314-ab07-0fbc45d38a11,3,5:00:00,3,21:00:00,1,18:00:00,5,15:00:00,1,12:00:00,0,0,TRUE,We deliver to your neighborhood on Wednesday,,,2022-07-04 06:30:05.582 -0500,FALSE,,TRUE,2022-11-04 11:45:23.068 -0500,1,,PickUp,,be6e9e75-bf64-49ec-bce0-08b88052bfae,25729cbe-719c-4314-ab07-0fbc45d38a11,PHL: Employee Warehouse Pick Up: Wed 7:00AM - 9:00PM EDT,5,FALSE,f384cf8f-2762-42b7-a4cf-974ce82b07f0,America/New_York,2022-07-04 06:30:05.100 -0500,2022-07-04 06:30:05.100 -0500,TRUE,7:00:00,2:00:00,PHL,FALSE
PickUp,BRX|3|PickUp,25729cbe-719c-4314-ab07-0fbc45d38a11,7876b80b-e992-4955-a2bd-c1f44a067ed9,038d1d6e-476d-4e98-9d2c-d0f3a89b08df,BRX: Employee Warehouse Pick Up: Wed 7:00AM - 9:00PM EDT,BRX,PickUp,7876b80b-e992-4955-a2bd-c1f44a067ed9,25729cbe-719c-4314-ab07-0fbc45d38a11,3,5:00:00,3,21:00:00,1,18:00:00,5,15:00:00,1,12:00:00,0,0,TRUE,We deliver to your neighborhoood on Wednesday afternoon/evening.,,,2022-07-05 10:54:50.097 -0500,FALSE,,TRUE,2022-11-04 11:45:23.143 -0500,1,,PickUp,,038d1d6e-476d-4e98-9d2c-d0f3a89b08df,25729cbe-719c-4314-ab07-0fbc45d38a11,BRX: Employee Warehouse Pick Up: Wed 7:00AM - 9:00PM EDT,5,FALSE,24f9973b-04a2-452b-81b8-455e8e598673,America/New_York,2022-07-05 10:54:49.583 -0500,2022-07-05 10:54:49.583 -0500,TRUE,7:00:00,4:00:00,BRX,FALSE
LIM|1,LIM|1|Bringg,25729cbe-719c-4314-ab07-0fbc45d38a11,09fd7c48-84f6-469a-beeb-a730922efbbc,a0dc1d3e-5948-4ad2-9131-71d29c6c3d17,LIM: MONDAY,LIM,Bringg,09fd7c48-84f6-469a-beeb-a730922efbbc,25729cbe-719c-4314-ab07-0fbc45d38a11,1,5:00:00,1,21:00:00,6,18:00:00,4,15:00:00,6,12:00:00,5.99,0,TRUE,We deliver to your neighborhoood on Monday afternoon/evening.,,,2022-07-06 10:51:47.275 -0500,FALSE,,TRUE,2022-11-04 11:45:23.138 -0500,1,,Bringg,,a0dc1d3e-5948-4ad2-9131-71d29c6c3d17,25729cbe-719c-4314-ab07-0fbc45d38a11,LIM: MONDAY,5,FALSE,56d0859a-0237-4a28-85f4-d9df76dfbab6,America/New_York,2022-07-06 10:51:46.687 -0500,2022-08-04 09:17:00.373 -0500,TRUE,7:00:00,4:00:00,LIM,FALSE
SAC|1,SAC|1|Bringg,9da947fe-5a46-424f-b328-e9414c197a32,0f0d3e31-e6f2-4717-8ff9-982e9df242d4,ce136a5a-2a40-49e0-9926-7dd6bd4d0ea0,SAC: MONDAY PM LAX,SAC,Bringg,0f0d3e31-e6f2-4717-8ff9-982e9df242d4,9da947fe-5a46-424f-b328-e9414c197a32,1,5:00:00,1,21:00:00,6,15:00:00,4,15:00:00,6,12:00:00,5.99,0,TRUE,We deliver to your neighborhoood on Monday afternoon/evening.,,,2022-07-06 14:43:56.109 -0500,FALSE,,TRUE,2022-11-04 11:45:23.191 -0500,1,,Bringg,,ce136a5a-2a40-49e0-9926-7dd6bd4d0ea0,9da947fe-5a46-424f-b328-e9414c197a32,SAC: MONDAY PM LAX,5,FALSE,8d6c7658-2136-482a-8ccd-8384c80b61c5,America/Los_Angeles,2022-07-06 14:43:55.492 -0500,2022-07-06 14:43:55.492 -0500,TRUE,7:00:00,6:00:00,SAC,FALSE
PickUp,OLM|4|PickUp,62759d07-dda5-4e5e-a0b9-fce960493522,d9e7246a-a190-48a5-90a6-20cb9f5e6011,1dc0d882-364b-4d3d-bd94-919398aba246,OLM: Employee Warehouse Pick-Up,OLM,PickUp,d9e7246a-a190-48a5-90a6-20cb9f5e6011,62759d07-dda5-4e5e-a0b9-fce960493522,4,5:00:00,4,21:00:00,2,21:00:00,1,13:00:00,2,15:00:00,0,0,TRUE,We deliver to your neighborhoood on Thursday afternoon/evening.,,,2022-07-21 12:45:07.684 -0500,FALSE,,TRUE,2022-11-04 11:45:23.146 -0500,1,,PickUp,,1dc0d882-364b-4d3d-bd94-919398aba246,62759d07-dda5-4e5e-a0b9-fce960493522,OLM: Employee Warehouse Pick-Up,5,FALSE,67020060-e810-4f87-bbce-5d9f29edb3ee,America/Los_Angeles,2022-07-21 12:45:07.126 -0500,2022-07-21 12:45:07.126 -0500,TRUE,7:00:00,2:00:00,OLM,FALSE
PickUp,DEN|2|PickUp,9da947fe-5a46-424f-b328-e9414c197a32,3270e6bc-6da1-433f-b81e-85d06bdecbd6,70ae14e8-292a-4bc2-a1d8-37f5ddf04d72,DEN: Employee Warehouse Pick Up,DEN,PickUp,3270e6bc-6da1-433f-b81e-85d06bdecbd6,9da947fe-5a46-424f-b328-e9414c197a32,2,5:00:00,2,20:00:00,6,17:00:00,4,14:00:00,6,11:00:00,0,0,TRUE,We deliver to your neighborhoood on Tuesday afternoon/evening.,,,2022-08-01 13:38:20.411 -0500,FALSE,,TRUE,2022-11-04 12:20:47.704 -0500,1,,PickUp,1,70ae14e8-292a-4bc2-a1d8-37f5ddf04d72,9da947fe-5a46-424f-b328-e9414c197a32,DEN: Employee Warehouse Pick Up,5,FALSE,8e62f3bd-e2e3-4e9d-a27c-8a508ab5ebc2,America/Denver,2022-08-01 13:38:19.673 -0500,2022-08-01 13:38:19.673 -0500,TRUE,7:00:00,15:00:00,DEN,FALSE
EBY|1,EBY|1|Bringg,9da947fe-5a46-424f-b328-e9414c197a32,d2b4ffcc-73c0-4b95-a119-2f56c80821fa,c68ca8e0-3192-4f53-bfc9-cf45b01e7aaa,EBY: MONDAY PM LAX,EBY,Bringg,d2b4ffcc-73c0-4b95-a119-2f56c80821fa,9da947fe-5a46-424f-b328-e9414c197a32,1,5:00:00,1,21:00:00,6,15:00:00,4,15:00:00,6,12:00:00,5.99,0,TRUE,We deliver to your neighborhoood on Monday afternoon/evening.,,,2022-08-17 14:05:15.588 -0500,FALSE,,TRUE,2022-11-04 11:45:23.138 -0500,1,,Bringg,,c68ca8e0-3192-4f53-bfc9-cf45b01e7aaa,9da947fe-5a46-424f-b328-e9414c197a32,EBY: MONDAY PM LAX,5,FALSE,6b16ec7c-212d-4ec8-9d4a-81f057b9d5f9,America/Los_Angeles,2022-08-17 14:05:14.903 -0500,2022-08-17 14:05:14.903 -0500,TRUE,7:00:00,6:00:00,EBY,FALSE
DFW|4,DFW|4|Bringg,c2fcd071-f479-4f68-a54d-a382bd9fa552,8ff3dfa9-637f-484d-9a5d-9b6d3317f975,23e7b9aa-4ce2-4a90-be71-68cc7385e234,DFW: THURSDAY PM,DFW,Bringg,8ff3dfa9-637f-484d-9a5d-9b6d3317f975,c2fcd071-f479-4f68-a54d-a382bd9fa552,4,5:00:00,4,21:00:00,2,21:00:00,1,13:00:00,2,15:00:00,5.99,0,TRUE,Hooray! We deliver to your neighborhood on Thursday afternoon/evening.,,,2019-02-20 15:06:40.628 -0600,FALSE,,TRUE,2022-11-04 11:45:23.187 -0500,1,,Bringg,,23e7b9aa-4ce2-4a90-be71-68cc7385e234,c2fcd071-f479-4f68-a54d-a382bd9fa552,DFW: THURSDAY PM,5,FALSE,49b7829b-333c-4aeb-ae45-fc9241a2f3de,America/Chicago,2019-02-20 14:55:30.061 -0600,2021-08-02 16:17:48.326 -0500,TRUE,5:30:00,4:30:00,DFW,FALSE
DFW|2,DFW|2|Bringg,c2fcd071-f479-4f68-a54d-a382bd9fa552,bbec1e7d-aa42-498a-9437-5a803eb67a80,932cb4b2-323d-464f-ae04-00471667c68f,DFW: TUESDAY PM,DFW,Bringg,bbec1e7d-aa42-498a-9437-5a803eb67a80,c2fcd071-f479-4f68-a54d-a382bd9fa552,2,5:00:00,2,21:00:00,0,18:00:00,4,15:00:00,0,12:00:00,5.99,0,TRUE,Hooray! We deliver to your neighborhood on Tuesday afternoon/evening.,,,2019-02-20 15:06:40.627 -0600,FALSE,,TRUE,2022-11-04 11:45:23.242 -0500,1,,Bringg,,932cb4b2-323d-464f-ae04-00471667c68f,c2fcd071-f479-4f68-a54d-a382bd9fa552,DFW: TUESDAY PM,5,FALSE,49b7829b-333c-4aeb-ae45-fc9241a2f3de,America/Chicago,2019-02-20 14:55:30.072 -0600,2021-08-02 16:17:48.349 -0500,TRUE,5:30:00,4:30:00,DFW,FALSE
DFW|5,DFW|5|Bringg,c2fcd071-f479-4f68-a54d-a382bd9fa552,a01e169d-7918-4c04-8104-059e85104590,918772d8-0eff-46ef-be59-88c0946fb4fd,DFW: FRIDAY PM,DFW,Bringg,a01e169d-7918-4c04-8104-059e85104590,c2fcd071-f479-4f68-a54d-a382bd9fa552,5,5:00:00,5,21:00:00,3,18:00:00,1,13:00:00,3,12:00:00,5.99,0,TRUE,Hooray! We deliver to your neighborhood on Friday afternoon/evening.,,,2019-02-20 15:06:40.630 -0600,FALSE,,TRUE,2022-11-04 11:45:23.188 -0500,1,,Bringg,,918772d8-0eff-46ef-be59-88c0946fb4fd,c2fcd071-f479-4f68-a54d-a382bd9fa552,DFW: FRIDAY PM,5,FALSE,49b7829b-333c-4aeb-ae45-fc9241a2f3de,America/Chicago,2019-02-20 14:55:30.069 -0600,2021-08-02 16:17:48.318 -0500,TRUE,5:30:00,4:30:00,DFW,FALSE
DFW|3,DFW|3|Bringg,c2fcd071-f479-4f68-a54d-a382bd9fa552,1a3c3cf1-2724-40db-9c45-7b2a5ed3670f,970e26aa-4d95-4cc4-b93e-2762fa53122a,DFW: WEDNESDAY PM,DFW,Bringg,1a3c3cf1-2724-40db-9c45-7b2a5ed3670f,c2fcd071-f479-4f68-a54d-a382bd9fa552,3,5:00:00,3,21:00:00,1,18:00:00,5,15:00:00,1,12:00:00,5.99,0,TRUE,Hooray! We deliver to your neighborhood on Wednesday afternoon/evening.,,,2019-02-20 15:06:40.631 -0600,FALSE,,TRUE,2022-11-04 11:45:23.192 -0500,1,,Bringg,,970e26aa-4d95-4cc4-b93e-2762fa53122a,c2fcd071-f479-4f68-a54d-a382bd9fa552,DFW: WEDNESDAY PM,5,FALSE,49b7829b-333c-4aeb-ae45-fc9241a2f3de,America/Chicago,2019-02-20 14:55:30.084 -0600,2021-08-02 16:17:48.342 -0500,TRUE,5:30:00,4:30:00,DFW,FALSE
MSP|1,MSP|1|Bringg,c059b389-ff65-4283-8edb-06ffc96193af,dbe934c6-5b94-4a60-8f05-9859f98fabf3,1b572488-cdca-4732-ac30-2f54c49a042c,MSP: MONDAY PM,MSP,Bringg,dbe934c6-5b94-4a60-8f05-9859f98fabf3,c059b389-ff65-4283-8edb-06ffc96193af,1,5:00:00,1,21:00:00,6,18:00:00,4,15:00:00,6,12:00:00,5.99,0,TRUE,Hooray!  We deliver to your neighborhood on Monday afternoon/evening.,,,2019-03-19 13:26:44.448 -0500,FALSE,,TRUE,2022-11-04 11:45:23.185 -0500,1,,Bringg,,1b572488-cdca-4732-ac30-2f54c49a042c,c059b389-ff65-4283-8edb-06ffc96193af,MSP: MONDAY PM,5,FALSE,23900d82-ea61-405c-ba48-dd8cdb477d4f,America/Chicago,2019-03-19 13:26:11.231 -0500,2021-08-02 16:17:48.351 -0500,TRUE,9:30:00,5:30:00,MSP,FALSE
MSP|3,MSP|3|Bringg,c059b389-ff65-4283-8edb-06ffc96193af,37e0afb9-bae8-4e80-95ef-0ba1c2cd9bce,a7bfed0c-0701-4b9f-b025-fc3f0a9674fe,MSP: WEDNESDAY PM,MSP,Bringg,37e0afb9-bae8-4e80-95ef-0ba1c2cd9bce,c059b389-ff65-4283-8edb-06ffc96193af,3,5:00:00,3,21:00:00,1,18:00:00,5,15:00:00,1,12:00:00,5.99,0,TRUE,Hooray! We deliver to your neighborhood on Wednesday afternoon/evening.,,,2019-03-19 13:26:44.485 -0500,FALSE,,TRUE,2022-11-04 11:45:23.138 -0500,1,,Bringg,,a7bfed0c-0701-4b9f-b025-fc3f0a9674fe,c059b389-ff65-4283-8edb-06ffc96193af,MSP: WEDNESDAY PM,5,FALSE,23900d82-ea61-405c-ba48-dd8cdb477d4f,America/Chicago,2019-03-19 13:26:11.234 -0500,2021-08-02 16:17:48.356 -0500,TRUE,9:30:00,5:30:00,MSP,FALSE
MSP|4,MSP|4|Bringg,c059b389-ff65-4283-8edb-06ffc96193af,e5dbebd6-16bd-4239-aa66-2e1aa42c3c2c,a47d4bde-606f-4303-bd44-acab2b1e2a04,MSP: THURSDAY PM,MSP,Bringg,e5dbebd6-16bd-4239-aa66-2e1aa42c3c2c,c059b389-ff65-4283-8edb-06ffc96193af,4,5:00:00,4,21:00:00,2,21:00:00,1,13:00:00,2,15:00:00,5.99,0,TRUE,Hooray! We deliver to your neighborhood on Thursday afternoon/evening.,,,2019-03-19 13:26:44.484 -0500,FALSE,,TRUE,2022-11-04 11:45:23.187 -0500,1,,Bringg,,a47d4bde-606f-4303-bd44-acab2b1e2a04,c059b389-ff65-4283-8edb-06ffc96193af,MSP: THURSDAY PM,5,FALSE,23900d82-ea61-405c-ba48-dd8cdb477d4f,America/Chicago,2019-03-19 13:26:11.233 -0500,2021-08-02 16:17:48.320 -0500,TRUE,9:30:00,5:30:00,MSP,FALSE
MSP|2,MSP|2|Bringg,c059b389-ff65-4283-8edb-06ffc96193af,0975482e-d7be-45a6-a35b-3df27ab57493,b367bf19-8f8a-4700-b0d6-dee55be0d386,MSP: TUESDAY PM,MSP,Bringg,0975482e-d7be-45a6-a35b-3df27ab57493,c059b389-ff65-4283-8edb-06ffc96193af,2,5:00:00,2,21:00:00,0,18:00:00,4,15:00:00,0,12:00:00,5.99,0,TRUE,Hooray! We deliver to your neighborhood on Tuesday afternoon/evening.,,,2019-03-19 13:26:44.483 -0500,FALSE,,TRUE,2022-11-04 11:45:23.190 -0500,1,,Bringg,,b367bf19-8f8a-4700-b0d6-dee55be0d386,c059b389-ff65-4283-8edb-06ffc96193af,MSP: TUESDAY PM,5,FALSE,23900d82-ea61-405c-ba48-dd8cdb477d4f,America/Chicago,2019-03-19 13:26:11.232 -0500,2021-08-02 16:17:48.321 -0500,TRUE,9:30:00,5:30:00,MSP,FALSE
DSM|4,DSM|4|Bringg,c059b389-ff65-4283-8edb-06ffc96193af,24283965-7df4-498a-93d5-668482bda5b7,333b4e39-c61d-4feb-ac54-1fae9d2483dc,DSM: THURSDAY PM,DSM,Bringg,24283965-7df4-498a-93d5-668482bda5b7,c059b389-ff65-4283-8edb-06ffc96193af,4,5:00:00,4,21:00:00,2,21:00:00,1,13:00:00,2,15:00:00,5.99,0,TRUE,We deliver to your neighborhoood on Thursday afternoon/evening.,,,2021-04-08 13:40:40.052 -0500,FALSE,,TRUE,2022-11-04 11:45:23.143 -0500,1,,Bringg,,333b4e39-c61d-4feb-ac54-1fae9d2483dc,c059b389-ff65-4283-8edb-06ffc96193af,DSM: THURSDAY PM,5,FALSE,fc3b7e15-cc34-4889-81ef-4a35d258c158,America/Chicago,2021-04-08 13:40:39.441 -0500,2021-08-02 16:17:48.705 -0500,TRUE,9:00:00,4:30:00,DSM,FALSE
SNA|3,SNA|3|Bringg,9da947fe-5a46-424f-b328-e9414c197a32,41a1f3e6-2587-450c-907d-aa33316b43b1,7874d168-e1e3-4cad-ab0a-325c376ddb3a,SNA: WEDNESDAY PM,SNA,Bringg,41a1f3e6-2587-450c-907d-aa33316b43b1,9da947fe-5a46-424f-b328-e9414c197a32,3,5:00:00,3,21:00:00,1,15:00:00,5,15:00:00,1,12:00:00,5.99,0,TRUE,Hooray! We deliver to your neighborhood on Wednesday afternoon/evening.,,,2019-04-10 14:36:23.251 -0500,FALSE,,TRUE,2022-11-04 11:45:23.186 -0500,1,,Bringg,,7874d168-e1e3-4cad-ab0a-325c376ddb3a,9da947fe-5a46-424f-b328-e9414c197a32,SNA: WEDNESDAY PM,5,FALSE,f1e555d2-61b5-4520-9919-df0f7d3e51f2,America/Los_Angeles,2019-04-10 14:35:57.556 -0500,2021-08-05 18:13:18.610 -0500,TRUE,7:00:00,0:30:00,SNA,FALSE
SNA|1,SNA|1|Bringg,9da947fe-5a46-424f-b328-e9414c197a32,c1810aa2-50e6-4c9a-93d7-74a455464769,5525902d-697f-47c6-9bad-69052b9e0cba,SNA: MONDAY PM,SNA,Bringg,c1810aa2-50e6-4c9a-93d7-74a455464769,9da947fe-5a46-424f-b328-e9414c197a32,1,5:00:00,1,21:00:00,6,15:00:00,4,15:00:00,6,12:00:00,5.99,0,TRUE,Hooray! We deliver to your neighborhood on Monday afternoon/evening.,,,2019-04-10 14:36:23.251 -0500,FALSE,,TRUE,2022-11-04 11:45:23.143 -0500,1,,Bringg,,5525902d-697f-47c6-9bad-69052b9e0cba,9da947fe-5a46-424f-b328-e9414c197a32,SNA: MONDAY PM,5,FALSE,f1e555d2-61b5-4520-9919-df0f7d3e51f2,America/Los_Angeles,2019-04-10 14:35:57.558 -0500,2021-08-05 18:13:18.536 -0500,TRUE,7:00:00,0:30:00,SNA,FALSE
SNA|4,SNA|4|Bringg,9da947fe-5a46-424f-b328-e9414c197a32,eac8efca-1ec3-495e-8ccc-ead62d8b0039,ad83bd3e-ddae-4aa2-bf02-34245dd8dde2,SNA: THURSDAY PM,SNA,Bringg,eac8efca-1ec3-495e-8ccc-ead62d8b0039,9da947fe-5a46-424f-b328-e9414c197a32,4,5:00:00,4,21:00:00,2,15:00:00,5,15:00:00,2,12:00:00,5.99,0,TRUE,Hooray! We deliver to your neighborhood on Thursday afternoon/evening.,,,2019-04-10 14:36:23.246 -0500,FALSE,,TRUE,2022-11-04 11:45:23.185 -0500,1,,Bringg,,ad83bd3e-ddae-4aa2-bf02-34245dd8dde2,9da947fe-5a46-424f-b328-e9414c197a32,SNA: THURSDAY PM,5,FALSE,f1e555d2-61b5-4520-9919-df0f7d3e51f2,America/Los_Angeles,2019-04-10 14:35:57.552 -0500,2021-08-05 18:13:18.533 -0500,TRUE,7:00:00,0:30:00,SNA,FALSE
SNA|5,SNA|5|Bringg,9da947fe-5a46-424f-b328-e9414c197a32,e9cd21c3-4ae7-4736-8e2a-e0259ce2fc60,08c80929-d550-4081-a934-583a6f1b55b0,SNA: FRIDAY PM,SNA,Bringg,e9cd21c3-4ae7-4736-8e2a-e0259ce2fc60,9da947fe-5a46-424f-b328-e9414c197a32,5,5:00:00,5,21:00:00,3,15:00:00,6,15:00:00,3,12:00:00,5.99,0,TRUE,Hooray! We deliver to your neighborhood on Friday afternoon/evening.,,,2019-04-10 14:36:23.252 -0500,FALSE,,TRUE,2022-11-04 11:45:23.138 -0500,1,,Bringg,,08c80929-d550-4081-a934-583a6f1b55b0,9da947fe-5a46-424f-b328-e9414c197a32,SNA: FRIDAY PM,5,FALSE,f1e555d2-61b5-4520-9919-df0f7d3e51f2,America/Los_Angeles,2019-04-10 14:35:57.556 -0500,2021-08-05 18:13:18.586 -0500,TRUE,7:00:00,0:30:00,SNA,FALSE
SNA|2,SNA|2|Bringg,9da947fe-5a46-424f-b328-e9414c197a32,410df443-0b20-4b4c-8be6-5c4d92e24c1e,7671e319-9fa4-4239-a211-fb14ad922f3c,SNA: TUESDAY PM,SNA,Bringg,410df443-0b20-4b4c-8be6-5c4d92e24c1e,9da947fe-5a46-424f-b328-e9414c197a32,2,5:00:00,2,21:00:00,0,15:00:00,4,15:00:00,0,12:00:00,5.99,0,TRUE,Hooray! We deliver to your neighborhood on Tuesday afternoon/evening.,,,2019-04-10 14:36:23.292 -0500,FALSE,,TRUE,2022-11-04 11:45:23.189 -0500,1,,Bringg,,7671e319-9fa4-4239-a211-fb14ad922f3c,9da947fe-5a46-424f-b328-e9414c197a32,SNA: TUESDAY PM,5,FALSE,f1e555d2-61b5-4520-9919-df0f7d3e51f2,America/Los_Angeles,2019-04-10 14:35:57.553 -0500,2021-08-05 18:13:18.587 -0500,TRUE,7:00:00,0:30:00,SNA,FALSE
MSN|1,MSN|1|Bringg,c059b389-ff65-4283-8edb-06ffc96193af,c2ad8cbf-4e3f-4e76-992d-eb9a303168eb,09beb073-e11e-49a0-9e8d-0b640317dad5,MSN: MONDAY PM,MSN,Bringg,c2ad8cbf-4e3f-4e76-992d-eb9a303168eb,c059b389-ff65-4283-8edb-06ffc96193af,1,5:00:00,1,21:00:00,6,18:00:00,4,15:00:00,6,12:00:00,5.99,0,TRUE,Hooray!  We deliver to your neighborhood on Monday afternoon/evening.,,,2019-04-15 20:40:55.266 -0500,FALSE,,TRUE,2022-11-04 11:45:23.206 -0500,1,,Bringg,,09beb073-e11e-49a0-9e8d-0b640317dad5,c059b389-ff65-4283-8edb-06ffc96193af,MSN: MONDAY PM,5,FALSE,c840191a-fb79-4a64-aa66-dad6268b5c79,America/Chicago,2019-04-15 20:40:40.108 -0500,2021-08-02 16:17:48.326 -0500,TRUE,8:00:00,2:00:00,MSN,FALSE
MSN|2,MSN|2|Bringg,c059b389-ff65-4283-8edb-06ffc96193af,46e04224-a568-4c91-be74-83fccc75e80c,8f790b0f-2bc4-44c0-981f-b8bd70a90c1a,MSN: TUESDAY PM,MSN,Bringg,46e04224-a568-4c91-be74-83fccc75e80c,c059b389-ff65-4283-8edb-06ffc96193af,2,5:00:00,2,21:00:00,0,18:00:00,4,15:00:00,0,12:00:00,5.99,0,TRUE,Hooray!  We deliver to your neighborhood on Tuesday afternoon/evening.,,,2019-04-15 20:40:55.298 -0500,FALSE,,TRUE,2022-11-04 11:45:23.185 -0500,1,,Bringg,,8f790b0f-2bc4-44c0-981f-b8bd70a90c1a,c059b389-ff65-4283-8edb-06ffc96193af,MSN: TUESDAY PM,5,FALSE,c840191a-fb79-4a64-aa66-dad6268b5c79,America/Chicago,2019-04-15 20:40:40.106 -0500,2021-08-02 16:17:48.344 -0500,TRUE,8:00:00,2:00:00,MSN,FALSE
MSN|3,MSN|3|Bringg,c059b389-ff65-4283-8edb-06ffc96193af,9d9023bf-90f7-4435-a6af-79764cafad53,3096692c-6773-46f1-a8e6-95530e2712b1,MSN: WEDNESDAY PM,MSN,Bringg,9d9023bf-90f7-4435-a6af-79764cafad53,c059b389-ff65-4283-8edb-06ffc96193af,3,5:00:00,3,21:00:00,1,18:00:00,5,15:00:00,1,12:00:00,5.99,0,TRUE,Hooray!  We deliver to your neighborhood on Wednesday afternoon/evening.,,,2019-04-15 20:40:55.308 -0500,FALSE,,TRUE,2022-11-04 11:45:23.206 -0500,1,,Bringg,,3096692c-6773-46f1-a8e6-95530e2712b1,c059b389-ff65-4283-8edb-06ffc96193af,MSN: WEDNESDAY PM,5,FALSE,c840191a-fb79-4a64-aa66-dad6268b5c79,America/Chicago,2019-04-15 20:40:40.106 -0500,2021-08-02 16:17:48.329 -0500,TRUE,8:00:00,2:00:00,MSN,FALSE
MSN|4,MSN|4|Bringg,c059b389-ff65-4283-8edb-06ffc96193af,786f9695-d721-4332-8e95-b5bf7ee1e398,61927e3c-7a56-4149-bb58-4d85c9c5b6b1,MSN: THURSDAY PM,MSN,Bringg,786f9695-d721-4332-8e95-b5bf7ee1e398,c059b389-ff65-4283-8edb-06ffc96193af,4,5:00:00,4,21:00:00,2,21:00:00,1,13:00:00,2,15:00:00,5.99,0,TRUE,Hooray!  We deliver to your neighborhood on Thursday afternoon/evening.,,,2019-04-15 20:40:55.306 -0500,FALSE,,TRUE,2022-11-04 11:45:23.143 -0500,1,,Bringg,,61927e3c-7a56-4149-bb58-4d85c9c5b6b1,c059b389-ff65-4283-8edb-06ffc96193af,MSN: THURSDAY PM,5,FALSE,c840191a-fb79-4a64-aa66-dad6268b5c79,America/Chicago,2019-04-15 20:40:40.104 -0500,2021-08-02 16:17:48.330 -0500,TRUE,8:00:00,2:00:00,MSN,FALSE
DSM|3,DSM|3|Bringg,c059b389-ff65-4283-8edb-06ffc96193af,9bb661d7-6d39-4c1f-8493-dbf1085c9f51,383eb230-09b8-481e-b879-eff2e97d6ddf,DSM: WEDNESDAY PM,DSM,Bringg,9bb661d7-6d39-4c1f-8493-dbf1085c9f51,c059b389-ff65-4283-8edb-06ffc96193af,3,5:00:00,3,21:00:00,1,18:00:00,5,15:00:00,1,12:00:00,5.99,0,TRUE,We deliver to your neighborhoood on Wednesday afternoon/evening.,,,2021-05-24 18:17:32.297 -0500,FALSE,,TRUE,2022-11-04 11:45:23.187 -0500,1,,Bringg,,383eb230-09b8-481e-b879-eff2e97d6ddf,c059b389-ff65-4283-8edb-06ffc96193af,DSM: WEDNESDAY PM,5,FALSE,fc3b7e15-cc34-4889-81ef-4a35d258c158,America/Chicago,2021-05-24 18:17:31.645 -0500,2021-08-02 16:17:48.235 -0500,TRUE,9:00:00,4:30:00,DSM,FALSE
TUS|1,TUS|1|Bringg,9da947fe-5a46-424f-b328-e9414c197a32,79b40776-6675-4f2e-9a64-566ef8f7bf97,d152b910-575a-49f9-b42e-09dbdd47e46c,TUS: MONDAY PM,TUS,Bringg,79b40776-6675-4f2e-9a64-566ef8f7bf97,9da947fe-5a46-424f-b328-e9414c197a32,1,5:00:00,1,21:00:00,6,15:00:00,4,14:00:00,6,11:00:00,5.99,0,TRUE,We deliver to your neighborhoood on Monday afternoon/evening.,,,2021-06-15 11:18:28.237 -0500,FALSE,,TRUE,2022-11-07 17:10:11.123 -0600,1,,Bringg,,d152b910-575a-49f9-b42e-09dbdd47e46c,9da947fe-5a46-424f-b328-e9414c197a32,TUS: MONDAY PM,5,FALSE,2a02a443-c23c-4721-9f43-b1f967275b1d,America/Phoenix,2021-06-15 11:18:27.840 -0500,2021-08-02 16:17:48.342 -0500,TRUE,7:00:00,5:30:00,TUS,FALSE
