windowId,zoneId,customizationStartDay,customizationStartTime,customizationEndDay,customizationEndTime,dispatchDay,dispatchTime,startDay,startTime,endDay,endTime,fulfillmentCenterId,deliveryPrice,subtotalMin,deliveryProvider,orderBy,isVisible,smsNotifications,packDateOffset,carrierDaysInTransit,messageToUser
1ebbc706-95ac-4d3b-854a-0c3ea3c4ce98,e7439bbf-ff7b-4982-b43a-373d5e025877,4,15:00:00,6,12:00:00,6,15:00:00,2,05:00:00,2,21:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
b4077c63-2d49-4e06-8794-f535f11d3f88,c68ca8e0-3192-4f53-bfc9-cf45b01e7aaa,4,15:00:00,6,12:00:00,6,15:00:00,2,05:00:00,2,21:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
c3a5e0ce-db53-4592-9992-395230032f5b,5320ed06-71b2-4215-95af-27b4e426a45e,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
f7a63486-cea8-410c-a47f-3e5cc45f3600,203636c8-ef2c-40e3-a0e5-edf13a4ee3d6,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
676966b8-b26d-4b6e-add4-9d6ff49a2c63,99328fa5-c34b-449a-bf06-04946ca74ea3,4,14:00:00,6,11:00:00,6,17:00:00,3,05:00:00,3,20:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,2,,christmas-window-exceptions-2022
526e9539-6939-4e2f-ab92-31b0f00b2eb4,4710ac75-70f7-45c3-99f4-adf450179be0,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
f1a411ed-f286-4290-a9e5-75275fe7b2ae,72477012-0d39-43d3-af19-b7acf92e115f,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
e0e5c468-2cd0-4be8-a432-fd9423084530,54ba1cc5-5f65-4c1e-b021-2dac65ff3c7f,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
5d9d76ad-2948-49b6-a70b-ee561a089d5e,2f3aaf90-12ae-48c3-899d-2fec9a6d9761,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
9c034b5e-0181-4983-aaec-2fde140514e3,8a2553b1-63eb-436c-9c99-0e2fcca775b3,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
168d00f5-e533-49d2-99fa-24776591f56f,a62e6e07-f503-4d31-bb3c-685ba8697606,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
7e43595f-1b2f-43d5-9e65-f6610905de75,caa66307-4cb6-48cc-8203-24916e389fc7,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
40598421-d497-4332-a034-96110e4e37d2,6d3dc4e9-1a11-4e29-a918-3ccc4f8e5af1,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
7b63466b-121a-4504-89c1-b2d69fdd0d18,556535a1-e79e-4057-962a-bfb40e6b726c,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
39919268-b157-43b8-a3f4-86ea95051392,64eecab1-de5c-4cb7-8e5a-a83efc194b8a,4,14:00:00,0,11:00:00,0,17:00:00,3,05:00:00,3,20:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
e2445b46-6ca0-4a6f-a00c-38986be3cf9c,d3363dd4-375c-47fa-8403-0b3a52b6282d,4,14:00:00,0,11:00:00,0,17:00:00,3,05:00:00,3,20:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
2b3a4290-c89f-4861-a08f-86ec944304f3,8715c6de-c48b-4c1d-86f8-bc76c615ac00,4,14:00:00,0,11:00:00,0,17:00:00,3,05:00:00,3,20:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
3b2330b5-7b12-4413-8d2d-f77f3b0f9e8b,8f790b0f-2bc4-44c0-981f-b8bd70a90c1a,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
9843b38e-6552-4bae-9d5f-d58c2cd4d915,88431f27-bb91-4188-b82e-f2a8fe224502,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
58adc418-87d1-4ac3-a3a5-554fdb7d36c2,b367bf19-8f8a-4700-b0d6-dee55be0d386,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
38c230ca-84f8-439c-bc7f-d903945798b5,80b6b56c-2097-4a4e-a66e-8b5160bb48a0,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
2dbd8dd9-0818-4335-9f95-9e974c2e2505,4f7320ee-3263-43b2-b653-cb7c42dcff90,4,14:00:00,6,11:00:00,6,14:00:00,3,05:00:00,3,20:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,2,,christmas-window-exceptions-2022
08c531e5-2a0e-4a33-b71d-f07a49054add,2c9fdf4b-b11f-46aa-8881-15894b71f1fb,4,15:00:00,0,12:00:00,0,15:00:00,3,05:00:00,3,21:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
a1947ff1-cb5b-484d-a60d-f5b0dcf0b45d,fba43e76-0c24-4b21-b29a-69cd5b211127,4,14:00:00,0,11:00:00,0,14:00:00,3,05:00:00,3,20:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
00bc0a96-692d-4fc7-9b9f-6ba87ab07f9c,53c25d18-d6cb-4cbe-876e-a7a6977dbb79,4,14:00:00,0,11:00:00,0,15:00:00,3,05:00:00,3,21:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
1324335f-3b4c-41e4-870f-490fc4438217,9696167d-2294-45f5-8780-1a510a4c9271,4,14:00:00,0,11:00:00,0,15:00:00,3,05:00:00,3,21:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
c394b30f-54ce-4ff3-96ad-d7adc1071a44,427038ad-54ab-4128-9bba-79daf0b31aa1,4,15:00:00,0,12:00:00,0,15:00:00,3,05:00:00,3,21:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
7a219e31-5c69-4ba7-84b3-a770a8905b76,9268a6e2-5096-488f-bf0f-743ec70e93ec,4,15:00:00,0,12:00:00,0,15:00:00,3,05:00:00,3,21:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
00ad56ea-b019-4514-b988-70f442378196,040a0686-bad2-4827-82e1-ab76e3d244cb,4,15:00:00,0,12:00:00,0,15:00:00,3,05:00:00,3,21:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
5085a2c1-1846-4b53-8fb6-5008f1bb8d46,bded7ac9-3a69-4a5a-afac-b5095cc46f58,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
f72b5fc1-b55d-4e09-a96d-0a406fc80f7a,215c70a2-2715-470c-ad71-faf1e354baa8,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
6280a845-dc44-41d2-9b8b-233df8c80404,dfa5eb33-19c1-430f-839f-07e6cde493c8,5,14:00:00,1,11:00:00,1,17:00:00,4,05:00:00,4,20:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
69aa2a21-ece8-4c5f-8a2e-2808001a9287,b371e3ec-533f-4931-ae5c-ddb9e29ff53d,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
f096a210-b620-42c8-aef5-fc92ce531b8c,46782f0f-ba55-4089-9d08-3a2dedc73dc6,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
425ca0d8-a30f-4829-a630-fd6d97b00008,84e03d9b-7b67-4a8b-910d-72c7e1da6097,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
af798d0e-a42a-4de8-8d4b-c85f5d784302,d1173b22-06ae-49ab-b45c-1bfed0332a3f,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
ca12cf97-0618-4aed-9350-8215bfc9f104,a7021277-2170-479d-8bce-4732d95b0baa,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
371750c5-18be-48bc-bd85-3bc182e50c02,7ba06165-7dcd-4abf-a85d-54ed293ff34f,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
847d2ad0-6abc-4da4-b48e-88155cadb4c1,ebb20ef1-40b4-4f3a-b384-819bd5b5980d,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
a89ef278-4c47-4950-8b9b-7d3e582473a5,b7f9cea9-5dba-4d3e-ab2f-14072106155e,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
026147bd-2116-44eb-8f37-fe4f7b8160d4,1175aef7-e7cd-4899-8a60-56f18c72b08a,5,14:00:00,1,11:00:00,1,17:00:00,4,05:00:00,4,20:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
ddafd57c-2480-4650-bbeb-95b28be6e02e,01f65d48-1c84-4f13-a6c2-e63d8661e68d,5,14:00:00,1,11:00:00,1,17:00:00,4,05:00:00,4,20:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
0f7f27cf-8fdb-4709-ae58-bd547a83f667,e192972b-91bd-4e1e-9e6e-8a2763d1f349,5,14:00:00,1,11:00:00,1,17:00:00,4,05:00:00,4,20:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
9848bfb4-f281-426d-a958-8943ee482829,3096692c-6773-46f1-a8e6-95530e2712b1,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
4f0ec32d-36ed-4c95-bcc7-d5a09751c1e0,8e9384e0-6134-4f48-a5b2-0b5c946c0dbe,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
5840c877-966b-4f8e-8c64-79b8f814bb2e,a7bfed0c-0701-4b9f-b025-fc3f0a9674fe,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
bb187bd1-5739-4320-a99b-8ad8157b3741,4f334ffb-16b4-43e4-8aa9-2c1cf70c06e9,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,c059b389-ff65-4283-8edb-06ffc96193af,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
822da6bd-6d62-44bf-92b5-a904acadf79f,4d12a24b-569c-41a4-9447-80fd7156f7fe,4,14:00:00,6,11:00:00,6,14:00:00,4,05:00:00,4,20:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,2,,christmas-window-exceptions-2022
c0e21b3e-e7aa-41a4-bce1-4f322fd16f6e,91a31ca6-a994-46bc-97f6-7c2c51fc292e,5,15:00:00,1,12:00:00,1,15:00:00,4,05:00:00,4,21:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
af5680fc-ff09-4d12-bd86-ace1c649c0f5,30a2d623-b434-4ba5-a7b1-38d7ecd61c6d,5,14:00:00,1,11:00:00,1,14:00:00,4,05:00:00,4,20:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
166b9570-a41e-4ae0-b511-4ec054e545fa,51659bfb-a6c1-43c4-a30f-533899fcbc29,5,14:00:00,1,11:00:00,1,15:00:00,4,05:00:00,4,21:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
eca08eec-31e5-4273-88bb-b1cfbec21f76,8e3bce01-13ca-40ff-8037-191c0a9287b6,5,14:00:00,1,11:00:00,1,15:00:00,4,05:00:00,4,21:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
9686cb2b-b521-44a4-936a-5b39211149cb,3ba657c7-7ca3-4902-8b21-d69f8dce8f80,5,15:00:00,1,12:00:00,1,15:00:00,4,05:00:00,4,21:00:00,9da947fe-5a46-424f-b328-e9414c197a32,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
4cdd491f-ec32-4c7c-8d7d-437986f216c4,6a30695d-c456-4dd0-995a-510eb97239c0,1,13:00:00,2,15:00:00,2,21:00:00,5,05:00:00,5,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
22f50b25-5f2d-40a6-9f9c-b8adefa4ce38,6045937b-2b87-4d21-9711-374a8b599736,1,13:00:00,2,15:00:00,2,21:00:00,5,05:00:00,5,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
5df82a75-604f-404a-badc-bc5f0925506f,c6036be2-2011-470b-b709-0ad609afc2b3,5,14:00:00,1,11:00:00,1,17:00:00,5,05:00:00,5,20:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,2,,christmas-window-exceptions-2022
7910ca76-a5ea-433f-9598-3d98e6d8b05e,420076fe-2e4a-4837-a15c-d016dea89247,1,13:00:00,2,15:00:00,2,21:00:00,5,05:00:00,5,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
8f485b99-b193-4163-8696-4c3f5862cf4b,8b9ac3b7-b798-4117-b5d0-470b5c3640b1,1,13:00:00,2,15:00:00,2,21:00:00,5,05:00:00,5,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
1b3b3f97-4796-4162-a593-1059d8a598d6,0b58b1f2-b858-4607-bcad-83d7cf13fd91,1,13:00:00,2,15:00:00,2,21:00:00,5,05:00:00,5,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
