zoneId,fulfillmentCenterId,name,timezone,zonePickupAddressId,expectedServiceTimeInMinutes,isLineHaul,pickupTime,marketCode,transitTime
c20a3e51-4a21-481a-9dc9-ef9336adfd8a,25729cbe-719c-4314-ab07-0fbc45d38a11,NVA: MONDAY / TUESDAY PM,America/New_York,b1bdceab-39c6-4798-bac4-bc221d649624,5,TRUE,07:00,NVA,03:00
8697f4cc-e888-4f28-89b3-087d6cbcda5f,25729cbe-719c-4314-ab07-0fbc45d38a11,MOC: TUESDAY / WEDNESDAY PM,America/New_York,39078e47-5a34-4ebf-a5ae-ecc88580ff75,5,TRUE,07:00,MOC,02:00
44d302e2-deb0-4fe1-a801-3c6d5fa94729,9da947fe-5a46-424f-b328-e9414c197a32,SNA: MONDAY / TUESDAY PM,America/Los_Angeles,f1e555d2-61b5-4520-9919-df0f7d3e51f2,5,TRUE,07:00,SNA,00:30
f5bec5e3-007e-49c1-b344-6a882c562635,9da947fe-5a46-424f-b328-e9414c197a32,RNO: MONDAY / TUESDAY PM LAX,America/Los_Angeles,4f2f23cf-a0bf-42a1-8fcc-59283fd4403c,5,TRUE,07:00,RNO,08:00
a3374a93-76af-4090-bef3-e2913ce881ff,9da947fe-5a46-424f-b328-e9414c197a32,SAC: MONDAY / TUESDAY PM LAX,America/Los_Angeles,8d6c7658-2136-482a-8ccd-8384c80b61c5,5,TRUE,07:00,SAC,06:00
e4c59fd0-f64c-42cb-8dfb-bed937651a25,9da947fe-5a46-424f-b328-e9414c197a32,SAN: MONDAY / TUESDAY PM,America/Los_Angeles,c295881d-a106-49ec-af39-e94aea62a41a,5,TRUE,07:00,SAN,02:00
f7cb92de-d15b-46be-a5ca-6bfa9b8316e1,9da947fe-5a46-424f-b328-e9414c197a32,SFO: MONDAY / TUESDAY PM LAX,America/Los_Angeles,cf715876-2162-11e8-b467-0ed5f89f718b,5,TRUE,07:00,SFO,06:15
e67c1cef-fa90-4733-94eb-270b3b8b003f,9da947fe-5a46-424f-b328-e9414c197a32,NBY: MONDAY / TUESDAY PM LAX,America/Los_Angeles,03861293-bbfb-4ee8-bf10-b69d49d30b60,5,TRUE,07:00,NBY,06:15
33687397-e353-4ca2-9386-f7d04f223ffc,9da947fe-5a46-424f-b328-e9414c197a32,SBY: TUESDAY / WEDNESDAY PM,America/Los_Angeles,88e39aa3-a01d-4155-8845-a6dc9b256459,5,TRUE,07:00,SBY,06:30
68ddecb0-f0f5-49f4-99a6-8e1d0a3cf575,9da947fe-5a46-424f-b328-e9414c197a32,EBY: WEDNESDAY / THURSDAY PM LAX,America/Los_Angeles,6b16ec7c-212d-4ec8-9d4a-81f057b9d5f9,5,TRUE,07:00,EBY,06:00
01fd6dc3-a210-448c-8294-03f1d36cbab8,9da947fe-5a46-424f-b328-e9414c197a32,SBA: THURSDAY / FRIDAY PM,America/Los_Angeles,a80348fe-97e1-4eda-9f55-d46c9ac690cb,5,TRUE,06:30,SBA,02:30
