windowExceptionId,originalWindowId,originalDeliveryDay,replacementDeliveryDay,originalDeliveryDate,replacementWindowId,replacementDeliveryDate,Christmas or New Years,reason,canDonate,donationPartnerIds
e9442d75-f0c0-401e-9e50-b6aaade54624,e412a14a-ddc3-4f6f-bd5a-e8c1f79fed93,2,3,2022-12-27,821e35dd-9fde-4649-88f0-050d5cd912cd,2022-12-28,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Wednesday, 12/28 instead of Tuesday, 12/27",FALSE,[]
2b55cd5c-5dd2-4d9e-afcd-7b2cc91036a3,50167f8d-7217-4618-b9c8-2ad1d01bd116,2,3,2022-12-27,21732c7b-546c-4f88-8391-92ec88d1580b,2022-12-28,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Wednesday, 12/28 instead of Tuesday, 12/27",FALSE,[]
e34467a7-f867-4ae1-9cda-f9a9b073040c,482c9536-c151-4864-9c91-4a89453f1de5,2,3,2022-12-27,eb87c789-32a1-4fba-8be8-300cf8c4fbf3,2022-12-28,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Wednesday, 12/28 instead of Tuesday, 12/27",FALSE,[]
10eddefc-461a-4702-b96e-45b14bf3b51f,901b764f-f1e8-457a-a156-72dc09c0ffb5,2,3,2022-12-27,346478e5-e667-4428-8907-ca73071d1eef,2022-12-28,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Wednesday, 12/28 instead of Tuesday, 12/27",FALSE,[]
e6255cd3-64e1-4ea6-8b1d-51c77d3a7d63,ecc5a31c-38a7-4b93-a40a-3614405039a1,3,4,2022-12-28,524dd0c2-5580-47c3-9fa8-0b201ccffa1d,2022-12-29,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Thursday, 12/29 instead of Wednesday, 12/28",FALSE,[]
8c9e1d5b-9293-4495-b3fd-358f15441d5c,1099ad9f-8ae8-4f32-92c6-16fe85d93072,3,4,2022-12-28,7749bca9-34b6-4227-b507-396fc4b65684,2022-12-29,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Thursday, 12/29 instead of Wednesday, 12/28",FALSE,[]
fed66326-161a-4e2c-a295-2a0d3ac7389e,104b7818-2787-4e95-86a6-a6976ac27bfe,3,4,2022-12-28,aba067c9-daab-4abc-9ac2-81e5b90f3485,2022-12-29,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Thursday, 12/29 instead of Wednesday, 12/28",FALSE,[]
4483ff9e-fbdf-4c78-b698-f73fc9e4ba51,6b39dc99-b778-4e97-bf2e-b9eda413e026,3,4,2022-12-28,1a697f17-ea60-4667-b6e3-40ca990ce9b6,2022-12-29,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Thursday, 12/29 instead of Wednesday, 12/28",FALSE,[]
dcaf30c9-f7b2-47d1-b630-e8b5f78804b1,7501eee2-0b00-431b-b46c-451d50a83497,3,4,2022-12-28,f9384a4d-8cd2-4c86-bda5-773712822f3c,2022-12-29,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Thursday, 12/29 instead of Wednesday, 12/28",FALSE,[]
cf169ccc-fc54-447d-b0ab-1b800485f218,098906eb-ee14-4f34-9f48-88644db63db0,3,4,2022-12-28,fd9a9ed5-f423-4622-870c-8af7e68bab4c,2022-12-29,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Thursday, 12/29 instead of Wednesday, 12/28",FALSE,[]
216b536b-0e01-4ab7-9d99-794377094b69,aa0a5fb1-c0dc-4c41-be2d-0d5db6e0a7a8,3,4,2022-12-28,e4ddb4a3-b495-4ce4-a95c-37907ec0be8a,2022-12-29,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Thursday, 12/29 instead of Wednesday, 12/28",FALSE,[]
3f797dae-90b4-4054-a5cd-b86ae5cffebe,66d6b3b8-60ea-45eb-b986-bbd3dbb23b71,3,4,2022-12-28,74c4069d-8cc9-45ab-8014-ca51766efa9f,2022-12-29,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Thursday, 12/29 instead of Wednesday, 12/28",FALSE,[]
870d9b9e-a123-406c-896e-dc24c1541c62,73b33630-1c7a-47aa-bdaa-5ede8f993ddb,4,5,2022-12-29,ae0aa641-46b0-4e8c-ab55-5eb2803d6765,2022-12-30,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Friday, 12/30 instead of Thursday, 12/29",FALSE,[]
36ad161c-8591-40ef-b8d4-2297df9860c9,8beeeec9-d9af-42b7-9dce-794329b18cfd,4,5,2022-12-29,e1b1b9e5-f8e8-4958-83af-a11bf649d8dd,2022-12-30,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Friday, 12/30 instead of Thursday, 12/29",FALSE,[]
e6576e51-a7b9-43b4-8b34-e971f961898f,f08ce25e-10e0-4e8b-9fc5-d0596e0740ac,4,5,2022-12-29,f166307c-34ca-4340-86f3-375c24e02f61,2022-12-30,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Friday, 12/30 instead of Thursday, 12/29",FALSE,[]
09d2285f-f76c-4d97-9b5a-d2c02daf5bd9,315660f1-5296-4625-b629-5b87eb117817,4,5,2022-12-29,519dcc87-5059-40f3-b320-5e2b36fe129f,2022-12-30,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Friday, 12/30 instead of Thursday, 12/29",FALSE,[]
d247fd0d-7bca-447b-8035-d71ebcc75887,c69d2972-d98c-4715-a23f-3396f03840ce,4,5,2022-12-29,dce7cb4b-1ae5-48e3-9858-d7b76698dac4,2022-12-30,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Friday, 12/30 instead of Thursday, 12/29",FALSE,[]
e6cbcb0b-8ce7-4dce-8ab6-df26ce06a560,49de0fc8-ca54-48f8-9571-e22c756622df,4,5,2022-12-29,1fd179b2-a9a3-4b93-a41e-d032db079aa0,2022-12-30,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Friday, 12/30 instead of Thursday, 12/29",FALSE,[]
bc1f3d89-0aa9-4def-b25d-7d9f14cd6b96,1a71da33-6b78-43dd-aafd-399713421965,1,2,2022-12-26,7bd36350-ee10-4fec-8266-5493f8d4fa56,2022-12-27,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Tuesday, 12/27 instead of Monday, 12/26",FALSE,[]
825223ff-2772-4724-a190-abc4f83cab69,f5d6c34b-9f30-42cb-acb9-e3c3414a5081,2,2,2022-12-27,e31e4ddf-3759-40bc-9fda-c24245e937b7,2022-12-27,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Tuesday, 12/27 instead of Tuesday, 12/27",FALSE,[]
2939a56d-bd4a-4642-ab4d-ca010b76db73,3ec17191-9ab8-4977-a294-6f1e1609f032,3,3,2022-12-28,21c50fd7-6430-4c13-ba2c-85c4b5cd867b,2022-12-28,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Wednesday, 12/28 instead of Wednesday, 12/28",FALSE,[]
fb33c367-4fe1-4696-be15-8545e36b7f10,6a91d2de-8329-4909-84f7-308bb4c6f476,4,4,2022-12-29,e80f396d-8c11-476c-b6b8-69313cfc4370,2022-12-29,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Thursday, 12/29 instead of Thursday, 12/29",FALSE,[]
9bddbbb6-de00-47cb-969d-acc62e401fa7,4482193d-856b-402c-8b91-f783b6da675b,2,2,2022-12-27,adc5736d-5544-493d-a90c-da8e11845a26,2022-12-27,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Tuesday, 12/27 instead of Tuesday, 12/27",FALSE,[]
f1c0862c-68f2-45ef-9b5b-2061eb3aaf16,410df443-0b20-4b4c-8be6-5c4d92e24c1e,2,2,2022-12-27,45c2334a-819a-438a-8f6a-813ff744d5f8,2022-12-27,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Tuesday, 12/27 instead of Tuesday, 12/27",FALSE,[]
a426326c-26aa-468a-ba56-5b127f662a6a,0882209d-518b-4234-bddc-cfca186c0bd5,2,2,2022-12-27,0f2525d0-c8ca-476a-96db-3dbab47e2d5d,2022-12-27,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Tuesday, 12/27 instead of Tuesday, 12/27",FALSE,[]
3155f9e0-d967-4f7d-808a-e570d4485e59,6b8c5951-2bb6-4b3a-b90b-6ccf6abd3f2d,2,2,2022-12-27,97f8310e-449d-40e8-9a69-47d6b41568c3,2022-12-27,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Tuesday, 12/27 instead of Tuesday, 12/27",FALSE,[]
2a80e9b9-ef0e-4900-a00a-6a5f06649ac8,de3a8dd4-10f7-431a-9f35-9f03d9d02779,2,2,2022-12-27,39faef92-dfea-4050-886f-308a5525ab67,2022-12-27,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Tuesday, 12/27 instead of Tuesday, 12/27",FALSE,[]
d8baf3f9-a67f-40da-9782-38169ac6801c,4ce8e048-0913-4b51-bdaf-1e0f72078940,2,2,2022-12-27,045f1c14-a969-4670-ba55-d74f0bfd7707,2022-12-27,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Tuesday, 12/27 instead of Tuesday, 12/27",FALSE,[]
62703350-f401-4272-9f14-7b18615ecd1e,5bac7078-a510-4c7e-9859-d04b69574ab6,2,2,2022-12-27,7a5378fd-9cfd-488d-95e6-4a4727ca74a6,2022-12-27,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Tuesday, 12/27 instead of Tuesday, 12/27",FALSE,[]
1dc567ef-47a0-45dd-8175-79df6bd074a0,32884f04-43fe-419f-bdda-fb31b21b19f6,3,3,2022-12-28,11750ece-3568-464e-8b7f-abcd1bd1e238,2022-12-28,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Wednesday, 12/28 instead of Wednesday, 12/28",FALSE,[]
c8fb96ca-3108-4f2c-bdad-ff65e43db160,da7e2ec3-0fa1-4ce9-a404-d77ba870bb11,4,4,2022-12-29,2d44b537-67fc-4c38-a81d-2aa566e723f6,2022-12-29,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Thursday, 12/29 instead of Thursday, 12/29",FALSE,[]
5da57cb8-4901-4fd9-8b71-56959fd05ee4,a2e3cf94-0599-4f63-b4bb-044122fa9618,4,4,2022-12-29,07107351-36f0-472b-9d56-48639348b77d,2022-12-29,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Thursday, 12/29 instead of Thursday, 12/29",FALSE,[]
d66cbccd-89a6-4c43-b317-d664042e6c7d,3121c957-cfa1-4996-b065-9b968ac062cb,5,5,2022-12-30,8888f7af-2824-4d3e-8aa1-ef121d5cad81,2022-12-30,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Friday, 12/30 instead of Friday, 12/30",FALSE,[]
993aae8b-9611-49ff-8e9d-78a5ae28c51b,6c3bded8-9e97-4744-86e7-5c9c87bcbbf8,2,2,2022-12-27,9f244b9d-6641-4b4b-97e3-9e45b2708314,2022-12-27,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Tuesday, 12/27 instead of Tuesday, 12/27",FALSE,[]
9bd121ff-3f72-4c4f-90ee-245ed0a17e06,41a66bac-422b-4411-b7d2-637cfb2ae02c,1,2,2022-12-26,f48f39cb-fd41-4206-9621-8ccded9d3cd3,2022-12-27,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Tuesday, 12/27 instead of Monday, 12/26",FALSE,[]
3e0a06c4-8330-4116-b5c8-c13b5260f890,d8b59966-0894-4457-b294-0179787d7f4d,1,2,2022-12-26,e4e106cf-33c8-4c56-aca2-f9d02cd7a757,2022-12-27,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Tuesday, 12/27 instead of Monday, 12/26",FALSE,[]
30f6ce9f-dfa4-4151-8d2f-e74743708416,7dd21c4c-4c41-4b62-b006-6fe0cb899d1a,1,2,2022-12-26,d8cb40e9-2f1c-4225-92ff-9a18a061e2da,2022-12-27,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Tuesday, 12/27 instead of Monday, 12/26",FALSE,[]
524bb2c1-5bb0-49e2-b396-81593fa14ffb,87cde284-0269-4feb-8464-e804fb47d321,1,2,2022-12-26,7dcf2ec6-4874-473f-aed3-048143280de8,2022-12-27,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Tuesday, 12/27 instead of Monday, 12/26",FALSE,[]
224d0aec-ead1-4c0e-91db-ca458c0f4710,3225c6e7-fb44-4d3b-b338-4a7d65c9ec0e,2,3,2022-12-27,b77a941c-09a4-4d68-a690-a5cc02400460,2022-12-28,Christmas,"Special holiday schedule: Due to Christmas, your order will be delivered on Wednesday, 12/28 instead of Tuesday, 12/27",FALSE,[]
