old_window_id,old_zone_id,name,windowId,zoneId,customizationStartDay,customizationStartTime,customizationEndDay,customizationEndTime,dispatchDay,dispatchTime,startDay,startTime,endDay,endTime,fulfillmentCenterId,deliveryPrice,subtotalMin,deliveryProvider,orderBy,isVisible,smsNotifications,packDateOffset,carrierDaysInTransit,messageToUser
a1df03a8-b175-484e-a09a-ce9c3b17e012,c6036be2-2011-470b-b709-0ad609afc2b3,BOI: THURSDAY PM,42bc4f92-7026-4f43-9372-0792af48a14b,c6036be2-2011-470b-b709-0ad609afc2b3,5,14:00:00,1,11:00:00,1,17:00:00,5,05:00:00,5,20:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,2,,christmas-window-exceptions-2022
a255969a-8336-4033-9fac-dcc6fdaa8f9d,420076fe-2e4a-4837-a15c-d016dea89247,EUG: THURSDAY PM,0949fceb-a3f6-49e6-b6b5-7ea84e9afe45,420076fe-2e4a-4837-a15c-d016dea89247,1,13:00:00,2,15:00:00,2,21:00:00,5,05:00:00,5,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
d4ba34e7-346a-4114-b359-2cddf0e32961,8b9ac3b7-b798-4117-b5d0-470b5c3640b1,OLM: THURSDAY PM,72857215-ac8d-418e-9065-a38ea54f1064,8b9ac3b7-b798-4117-b5d0-470b5c3640b1,1,13:00:00,2,15:00:00,2,21:00:00,5,05:00:00,5,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
cd564b4c-419c-4af1-8b39-32743663d14e,0b58b1f2-b858-4607-bcad-83d7cf13fd91,PDX: THURSDAY PM,8b66c60b-4dab-4a73-923d-262e2ac8b75a,0b58b1f2-b858-4607-bcad-83d7cf13fd91,1,13:00:00,2,15:00:00,2,21:00:00,5,05:00:00,5,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
38ebca8e-6bc8-4d6a-abdc-0817cc79ac08,b013d3d2-16ff-450f-bd7d-cae53fe77f79,SEA: THURSDAY PM,033a30bd-8ab4-40d0-bef3-28d41e662b3c,b013d3d2-16ff-450f-bd7d-cae53fe77f79,1,13:00:00,2,15:00:00,2,21:00:00,5,05:00:00,5,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
9764c226-d3fb-4ca6-9498-7788fd1e2071,177fc982-b57d-4c51-8973-dc02137686e1,SPK: THURSDAY PM,bc4511ae-4f42-4af3-9a37-880daf4a1552,177fc982-b57d-4c51-8973-dc02137686e1,1,13:00:00,2,15:00:00,2,21:00:00,5,05:00:00,5,21:00:00,62759d07-dda5-4e5e-a0b9-fce960493522,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
350a4688-0294-41ed-b824-68fb76d0fff8,a43e5acc-2a91-4826-80a9-05cd666369da,MOC: MONDAY PM,1ba78270-0a78-4a5e-a3f8-5bd2acd7e3e3,a43e5acc-2a91-4826-80a9-05cd666369da,4,15:00:00,6,12:00:00,6,18:00:00,2,05:00:00,2,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
a66e8a6b-e1b6-46ec-9366-22083f19bc74,0b5a39d7-b625-41aa-8ee0-44a4d8722bc1,BWI: MONDAY PM,e3020660-e073-46c7-bf05-10878e496f42,0b5a39d7-b625-41aa-8ee0-44a4d8722bc1,4,15:00:00,6,12:00:00,6,18:00:00,2,05:00:00,2,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
e12263ec-2b4a-432b-9783-c6cea373ee6c,7d7a2fc1-01db-4f07-b3ad-59e0d77cc10b,BRX: MONDAY PM,ad3b947f-0551-4891-b5fa-860503ffad80,7d7a2fc1-01db-4f07-b3ad-59e0d77cc10b,4,15:00:00,6,12:00:00,6,18:00:00,2,05:00:00,2,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
09fd7c48-84f6-469a-beeb-a730922efbbc,a0dc1d3e-5948-4ad2-9131-71d29c6c3d17,LIM: MONDAY,0b597650-aa36-4b32-ba29-b22560ad4815,a0dc1d3e-5948-4ad2-9131-71d29c6c3d17,4,15:00:00,6,12:00:00,6,18:00:00,2,05:00:00,2,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
71d3fc78-883f-4361-9961-f1055060ca6a,3c560c07-1713-4c80-8866-2ffb74ad2487,EWR: MONDAY PM,c8e7b30f-94fb-46a3-8ae6-5b5d751530de,3c560c07-1713-4c80-8866-2ffb74ad2487,4,15:00:00,6,12:00:00,6,18:00:00,2,05:00:00,2,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
f8b7eb84-e552-4de9-8b7b-d8378b985183,454a6f15-58ae-4926-9fec-3e1ce34e97f9,NVA: MONDAY PM,0528eb28-86f7-4679-a1ea-3b22baea5227,c20a3e51-4a21-481a-9dc9-ef9336adfd8a,4,15:00:00,6,12:00:00,0,18:00:00,2,05:00:00,2,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
